,title,cast,director,keywords,genres
611,The Sum of All Fears,"['Ben Affleck', 'Morgan Freeman', 'James Cromwell']",Phil Alden Robinson,"['cia', 'terrorist', 'atomic bomb']","['Thriller', 'Action', 'Drama']"
612,The Twilight Saga: Eclipse,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",David Slade,"['vampire', 'graduation', 'bite']","['Adventure', 'Fantasy', 'Drama']"
613,The Score,"['Robert De Niro', 'Edward Norton', 'Marlon Brando']",Frank Oz,"['quebec', 'jewel', 'scepter']","['Action', 'Crime', 'Thriller']"
614,Despicable Me,"['Steve Carell', 'Jason Segel', 'Russell Brand']",Pierre Coffin,"['adoptive father', 'orphanage', ""life's dream""]","['Animation', 'Family']"
615,Money Train,"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez']",Joseph Ruben,"['brother brother relationship', 'subway', 'new york city']","['Action', 'Comedy', 'Crime']"
616,Ted 2,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried']",Seth MacFarlane,"['sperm bank', 'sequel', 'buddy']",['Comedy']
617,Agora,"['Rachel Weisz', 'Max Minghella', 'Oscar Isaac']",Alejandro Amenábar,"['christianity', 'philosophy', 'egypt']","['Adventure', 'Drama', 'History']"
618,Mystery Men,"['Ben Stiller', 'Geoffrey Rush', 'Claire Forlani']",Kinka Usher,"['bowling', 'hostage', 'sphinx']","['Adventure', 'Fantasy', 'Action']"
619,Hall Pass,"['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer']",Bobby Farrelly,"['wife husband relationship', 'daydream', 'marriage']",['Comedy']
620,The Insider,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer']",Michael Mann,"['spy', 'newspaper', 'research']","['Drama', 'Thriller']"
621,The Finest Hours,"['Chris Pine', 'Casey Affleck', 'Ben Foster']",Craig Gillespie,"['coast guard', 'based on true story', 'survival']","['Action', 'Drama', 'History']"
622,Body of Lies,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong']",Ridley Scott,"['terror', 'falsely accused', 'based on novel']","['Action', 'Drama', 'Thriller']"
623,Dinner for Schmucks,"['Steve Carell', 'Paul Rudd', 'Stephanie Szostak']",Jay Roach,"['mouse', 'idiot', 'mind control']",['Comedy']
624,Abraham Lincoln: Vampire Hunter,"['Benjamin Walker', 'Dominic Cooper', 'Anthony Mackie']",Timur Bekmambetov,"['usa president', 'vampire', 'steam locomotive']","['Action', 'Fantasy', 'Horror']"
625,Entrapment,"['Sean Connery', 'Catherine Zeta-Jones', 'Will Patton']",Jon Amiel,"['london england', ""new year's eve"", 'skyscraper']","['Romance', 'Drama', 'Mystery']"
626,The X Files,"['David Duchovny', 'Gillian Anderson', 'Mitch Pileggi']",Rob Bowman,"['bomb', 'helicopter', 'secret']","['Mystery', 'Science Fiction', 'Thriller']"
627,The Last Legion,"['Colin Firth', 'Ben Kingsley', 'Aishwarya Rai Bachchan']",Doug Lefler,"['roman empire', 'emperor', 'ancient rome']","['Action', 'Adventure', 'Fantasy']"
628,Saving Private Ryan,"['Tom Hanks', 'Matt Damon', 'Vin Diesel']",Steven Spielberg,"['war crimes', 'self sacrifice', 'war veteran']","['Drama', 'History', 'War']"
629,Need for Speed,"['Aaron Paul', 'Dominic Cooper', 'Imogen Poots']",Scott Waugh,"['street race', 'super cars', 'super speed']","['Action', 'Crime', 'Drama']"
630,What Women Want,"['Helen Hunt', 'Mel Gibson', 'Marisa Tomei']",Nancy Meyers,"['women', 'telepathy', 'supernatural powers']","['Comedy', 'Romance']"
631,Ice Age,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",Chris Wedge,"['human evolution', 'parents kids relationship', 'squirrel']","['Animation', 'Comedy', 'Family']"
632,Dreamcatcher,"['Morgan Freeman', 'Thomas Jane', 'Jason Lee']",Lawrence Kasdan,['religion and supernatural'],"['Drama', 'Horror', 'Science Fiction']"
633,Lincoln,"['Daniel Day-Lewis', 'Sally Field', 'David Strathairn']",Steven Spielberg,"['usa president', 'speech', 'battlefield']","['History', 'Drama']"
634,The Matrix,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lilly Wachowski,"['saving the world', 'artificial intelligence', 'man vs machine']","['Action', 'Science Fiction']"
635,Apollo 13,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon']",Ron Howard,"['moon', 'florida', 'nasa']",['Drama']
636,The Santa Clause 2,"['Tim Allen', 'Elizabeth Mitchell', 'David Krumholtz']",Michael Lembeck,"['holiday', 'christmas party', 'home']","['Fantasy', 'Comedy', 'Family']"
637,Les Misérables,"['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']",Tom Hooper,"['france', 'robbery', 'brothel']","['Drama', 'Music', 'Romance']"
638,You've Got Mail,"['Tom Hanks', 'Meg Ryan', 'Katie Sagona']",Nora Ephron,"['romantic comedy', 'online dating', 'woman director']","['Comedy', 'Romance']"
639,Step Brothers,"['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen']",Adam McKay,"['becoming an adult', 'autonomy', 'childhood trauma']",['Comedy']
640,The Mask of Zorro,"['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones']",Martin Campbell,"['california', 'spy', 'hero']","['Action', 'Adventure']"
641,Due Date,"['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan']",Todd Phillips,"['highway', 'slacker', 'hitchhiker']","['Comedy', 'Drama']"
642,Unbroken,"[""Jack O'Connell"", 'Domhnall Gleeson', 'Garrett Hedlund']",Angelina Jolie,"['world war ii', 'prisoners of war', 'biography']","['Drama', 'War']"
643,Space Cowboys,"['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland']",Clint Eastwood,"['nasa', 'space travel', 'astronaut']","['Action', 'Adventure', 'Thriller']"
644,Cliffhanger,"['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']",Renny Harlin,"['rocky mountains', 'airplane', 'hijacking']","['Action', 'Adventure', 'Thriller']"
645,Broken Arrow,"['John Travolta', 'Christian Slater', 'Samantha Mathis']",John Woo,"['helicopter', 'river', 'captain']","['Action', 'Adventure', 'Drama']"
646,The Kid,"['Bruce Willis', 'Spencer Breslin', 'Emily Mortimer']",Jon Turteltaub,"['age difference', 'midlife crisis', 'suppressed past']","['Fantasy', 'Comedy', 'Family']"
647,World Trade Center,"['Nicolas Cage', 'Maria Bello', 'Maggie Gyllenhaal']",Oliver Stone,"['terror', 'runaway', 'alarm clock']","['Drama', 'History', 'Thriller']"
648,Mona Lisa Smile,"['Julia Roberts', 'Kirsten Dunst', 'Julia Stiles']",Mike Newell,"['faculty', 'art history', 'rowing']","['Drama', 'Romance']"
649,The Dictator,"['Sacha Baron Cohen', 'Sayed Badreya', 'Aasif Mandvi']",Larry Charles,['kurdish'],['Comedy']
650,Eyes Wide Shut,"['Tom Cruise', 'Nicole Kidman', 'Madison Eginton']",Stanley Kubrick,"['life and death', 'sexual obsession', 'free love']","['Mystery', 'Drama']"
651,Annie,"['Quvenzhané Wallis', 'Jamie Foxx', 'Rose Byrne']",Will Gluck,"['musical', 'orphan', 'foster child']","['Comedy', 'Drama', 'Family']"
652,Focus,"['Will Smith', 'Margot Robbie', 'Rodrigo Santoro']",Glenn Ficarra,"['seduction', 'con man', 'femme fatale']","['Romance', 'Comedy', 'Crime']"
653,This Means War,"['Reese Witherspoon', 'Chris Pine', 'Tom Hardy']",McG,"['love triangle', 'friendship', 'dating']","['Action', 'Comedy', 'Romance']"
654,Blade: Trinity,"['Wesley Snipes', 'Kris Kristofferson', 'Dominic Purcell']",David S. Goyer,"['fbi', 'dracula', 'fistfight']","['Science Fiction', 'Action', 'Horror']"
655,Red Dawn,"['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson']",John Milius,"['guerrilla', 'colorado', 'invasion']","['Action', 'Thriller']"
656,Primary Colors,"['John Travolta', 'Emma Thompson', 'Billy Bob Thornton']",Mike Nichols,"['white house', 'usa president', 'presidential election']","['Comedy', 'Drama']"
657,Resident Evil: Retribution,"['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez']",Paul W.S. Anderson,"['mutant', 'dystopia', 'sequel']","['Action', 'Horror', 'Science Fiction']"
658,Death Race,"['Jason Statham', 'Joan Allen', 'Ian McShane']",Paul W.S. Anderson,"['car race', 'dystopia', 'matter of life and death']","['Action', 'Thriller', 'Science Fiction']"
659,The Long Kiss Goodnight,"['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima']",Renny Harlin,"['assassination', 'amnesia', 'hostage']","['Crime', 'Action', 'Mystery']"
660,Proof of Life,"['Meg Ryan', 'Russell Crowe', 'David Morse']",Taylor Hackford,"['hostage', 'new love', 'suspense']","['Action', 'Adventure', 'Drama']"
661,Zathura: A Space Adventure,"['Jonah Bobo', 'Josh Hutcherson', 'Dax Shepard']",Jon Favreau,"['adventure', 'house', 'alien']","['Family', 'Fantasy', 'Science Fiction']"
662,Fight Club,"['Edward Norton', 'Brad Pitt', 'Meat Loaf']",David Fincher,"['support group', 'dual identity', 'nihilism']",['Drama']
663,We Are Marshall,"['Matthew McConaughey', 'Matthew Fox', 'Anthony Mackie']",McG,"['american football', '1970s', 'trainer']",['Drama']
664,Hudson Hawk,"['Bruce Willis', 'Danny Aiello', 'Andie MacDowell']",Michael Lehmann,"['vatican', 'leonardo da vinci', 'painting']","['Action', 'Adventure', 'Comedy']"
665,Lucky Numbers,"['John Travolta', 'Lisa Kudrow', 'Tim Roth']",Nora Ephron,"['weather forecast', 'tv station', 'weather']","['Action', 'Adventure', 'Comedy']"
666,"I, Frankenstein","['Aaron Eckhart', 'Yvonne Strahovski', 'Bill Nighy']",Stuart Beattie,"['soul', 'queen', 'anti hero']","['Horror', 'Thriller']"
667,Oliver Twist,"['Barney Clark', 'Ben Kingsley', 'Jamie Foreman']",Roman Polanski,"['london england', 'child abuse', 'street gang']","['Crime', 'Drama', 'Family']"
668,Elektra,"['Jennifer Garner', 'Goran Visnjic', 'Will Yun Lee']",Rob Bowman,"['martial arts', 'based on comic book', 'female assassin']","['Action', 'Fantasy']"
669,Sin City: A Dame to Kill For,"['Mickey Rourke', 'Jessica Alba', 'Josh Brolin']",Robert Rodriguez,"['detective', 'dystopia', 'dominatrix']","['Crime', 'Thriller']"
670,Random Hearts,"['Harrison Ford', 'Kristin Scott Thomas', 'Charles S. Dutton']",Sydney Pollack,"['infidelity', 'politician', 'airplane crash']","['Drama', 'Romance']"
671,Everest,"['Jason Clarke', 'Jake Gyllenhaal', 'Josh Brolin']",Baltasar Kormákur,"['mountains', 'snow storm', 'hiking']","['Adventure', 'Drama']"
672,Perfume: The Story of a Murderer,"['Ben Whishaw', 'Simon Chandler', 'David Calder']",Tom Tykwer,"['paris', 'female nudity', 'prostitute']","['Crime', 'Fantasy', 'Drama']"
673,Austin Powers in Goldmember,"['Mike Myers', 'Beyoncé Knowles', 'Seth Green']",Jay Roach,"['saving the world', 'submarine', 'brother brother relationship']","['Comedy', 'Crime', 'Science Fiction']"
674,Astro Boy,"['Nicolas Cage', 'Kristen Bell', 'Bill Nighy']",David Bowers,['superhero'],"['Animation', 'Action', 'Family']"
675,Jurassic Park,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum']",Steven Spielberg,"['exotic island', 'dna', 'paleontology']","['Adventure', 'Science Fiction']"
676,Wyatt Earp,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']",Lawrence Kasdan,"['gunslinger', 'gambling', 'sheriff']","['Drama', 'Action', 'Western']"
677,Clear and Present Danger,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer']",Phillip Noyce,"['assassination', 'spy', 'ambush']","['Action', 'Drama', 'Thriller']"
678,Dragon Blade,"['Jackie Chan', 'John Cusack', 'Adrien Brody']",Daniel Lee,[],"['Action', 'Drama', 'Adventure']"
679,Little Man,"['Marlon Wayans', 'Shawn Wayans', 'Kerry Washington']",Keenen Ivory Wayans,"['baby', 'adoption', 'married couple']","['Comedy', 'Crime']"
680,U-571,"['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel']",Jonathan Mostow,"['submarine', 'world war ii', 'north atlantic']","['Action', 'Drama', 'Thriller']"
681,The American President,"['Michael Douglas', 'Annette Bening', 'Michael J. Fox']",Rob Reiner,"['white house', 'usa president', 'new love']","['Comedy', 'Drama', 'Romance']"
682,The Love Guru,"['Mike Myers', 'Jessica Alba', 'Justin Timberlake']",Marco Schnabel,"['sport', 'ice hockey', 'guru']","['Comedy', 'Romance']"
683,3000 Miles to Graceland,"['Kurt Russell', 'Kevin Costner', 'Courteney Cox']",Demian Lichtenstein,"['casino', 'submachine gun', 'hold-up robbery']","['Action', 'Adventure', 'Comedy']"
684,The Hateful Eight,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh']",Quentin Tarantino,"['bounty hunter', 'wyoming', 'mountains']","['Crime', 'Drama', 'Mystery']"
685,Blades of Glory,"['Will Ferrell', 'Jon Heder', 'Will Arnett']",Josh Gordon,"['competition', 'olympic games', 'sport']","['Action', 'Comedy', 'Drama']"
686,Hop,"['Russell Brand', 'James Marsden', 'Kaley Cuoco']",Tim Hill,"[""coup d'etat"", 'slacker', 'easter']","['Animation', 'Comedy', 'Family']"
687,300,"['Gerard Butler', 'Lena Headey', 'Dominic West']",Zack Snyder,"['evisceration', 'javelin', 'shield']","['Action', 'Adventure', 'War']"
688,Meet the Fockers,"['Ben Stiller', 'Teri Polo', 'Robert De Niro']",Jay Roach,"['cia', 'parents kids relationship', 'florida']","['Comedy', 'Romance']"
689,Marley & Me,"['Owen Wilson', 'Jennifer Aniston', 'Eric Dane']",David Frankel,"['journalist', 'based on novel', 'puppy']","['Comedy', 'Family']"
690,The Green Mile,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse']",Frank Darabont,"['southern usa', 'black people', 'mentally disabled']","['Fantasy', 'Drama', 'Crime']"
691,Wild Hogs,"['Tim Allen', 'John Travolta', 'Martin Lawrence']",Walt Becker,"['midlife crisis', 'road trip', 'politically incorrect']","['Action', 'Adventure', 'Comedy']"
692,Chicken Little,"['Zach Braff', 'Joan Cusack', 'Dan Molina']",Mark Dindal,"['fish', 'small town', 'space marine']","['Animation', 'Family', 'Comedy']"
693,Gone Girl,"['Ben Affleck', 'Rosamund Pike', 'Carrie Coon']",David Fincher,"['based on novel', 'marriage crisis', 'disappearance']","['Mystery', 'Thriller', 'Drama']"
694,The Bourne Identity,"['Matt Damon', 'Franka Potente', 'Chris Cooper']",Doug Liman,"['paris', 'barcelona spain', 'assassin']","['Action', 'Drama', 'Mystery']"
695,GoldenEye,"['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco']",Martin Campbell,"['cuba', 'falsely accused', 'secret identity']","['Adventure', 'Action', 'Thriller']"
696,The General's Daughter,"['John Travolta', 'Madeleine Stowe', 'James Cromwell']",Simon West,"['suicide', 'detective', 'based on novel']","['Crime', 'Drama', 'Mystery']"
697,The Truman Show,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich']",Peter Weir,"['claustrophobia', 'hidden camera', 'dystopia']","['Comedy', 'Drama']"
698,The Prince of Egypt,"['Val Kilmer', 'Ralph Fiennes', 'Patrick Stewart']",Simon Wells,"['moses', 'egypt', 'pyramid']","['Adventure', 'Animation', 'Drama']"
699,Daddy Day Care,"['Eddie Murphy', 'Jeff Garlin', 'Steve Zahn']",Steve Carr,"['competition', 'success', 'kindergarten']","['Comedy', 'Family']"
700,2 Guns,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']",Baltasar Kormákur,"['undercover', 'undercover agent', 'based on comic book']","['Action', 'Comedy', 'Crime']"
701,Cats & Dogs,"['Jeff Goldblum', 'Elizabeth Perkins', 'Alexander Pollock']",Lawrence Guterman,"['fight', 'governance', 'puppy']","['Comedy', 'Family']"
702,The Italian Job,"['Mark Wahlberg', 'Charlize Theron', 'Edward Norton']",F. Gary Gray,"['venice', 'california', 'train station']","['Action', 'Crime']"
703,Two Weeks Notice,"['Sandra Bullock', 'Hugh Grant', 'Alicia Witt']",Marc Lawrence,"['new york', 'parish hall', 'romantic comedy']","['Romance', 'Comedy']"
704,Antz,"['Woody Allen', 'Dan Aykroyd', 'Anne Bancroft']",Eric Darnell,"['general', 'hero', 'worker']","['Adventure', 'Animation', 'Comedy']"
705,Couples Retreat,"['Vince Vaughn', 'Malin Åkerman', 'Jason Bateman']",Peter Billingsley,"['island', 'married couple', 'yoga']","['Comedy', 'Romance']"
706,Days of Thunder,"['Tom Cruise', 'Robert Duvall', 'Nicole Kidman']",Tony Scott,"['stock-car-race', 'daytona', 'car crash']",['Adventure']
707,Cheaper by the Dozen 2,"['Steve Martin', 'Eugene Levy', 'Bonnie Hunt']",Adam Shankman,"['holiday', 'lake', 'big family']",['Comedy']
708,Maze Runner: The Scorch Trials,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']",Wes Ball,"['based on novel', 'resistance', 'maze']",['Action']
709,Eat Pray Love,"['Julia Roberts', 'James Franco', 'Javier Bardem']",Ryan Murphy,"['indonesia', 'female protagonist', 'india']",['Drama']
710,The Family Man,"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle']",Brett Ratner,"['workaholic', 'second chance', 'guardian angel']","['Comedy', 'Drama', 'Romance']"
711,RED,"['Bruce Willis', 'John Malkovich', 'Helen Mirren']",Robert Schwentke,"['cia', 'retirement', 'shot to death']","['Action', 'Adventure', 'Comedy']"
712,Any Given Sunday,"['Al Pacino', 'Cameron Diaz', 'Dennis Quaid']",Oliver Stone,"['american football', 'trainer', 'training']",['Drama']
713,The Horse Whisperer,"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill']",Robert Redford,"['love triangle', 'new york', 'montana']","['Drama', 'Romance']"
714,Collateral,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith']",Michael Mann,"['california', 'taxi', 'assassin']","['Drama', 'Crime', 'Thriller']"
715,The Scorpion King,"['Dwayne Johnson', 'Kelly Hu', 'Michael Clarke Duncan']",Chuck Russell,"['egypt', 'temple']","['Action', 'Fantasy', 'Adventure']"
716,Ladder 49,"['Joaquin Phoenix', 'John Travolta', 'Jacinda Barrett']",Jay Russell,"['ledge', 'practical joke']","['Drama', 'Action', 'Thriller']"
717,Jack Reacher,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']",Christopher McQuarrie,"['based on novel', 'sniper', 'investigation']","['Crime', 'Drama', 'Thriller']"
718,Deep Blue Sea,"['Thomas Jane', 'Saffron Burrows', 'LL Cool J']",Renny Harlin,"['shark attack', 'shark', ""alzheimer's disease""]","['Action', 'Science Fiction', 'Thriller']"
719,This Is It,"['Michael Jackson', 'Orianthi', 'Kenny Ortega']",Kenny Ortega,"['pop star', 'music', 'concert']","['Music', 'Documentary']"
720,Contagion,"['Matt Damon', 'Gwyneth Paltrow', 'Kate Winslet']",Steven Soderbergh,"['saving the world', 'mutation', 'infection']","['Drama', 'Thriller', 'Science Fiction']"
721,Kangaroo Jack,"[""Jerry O'Connell"", 'Anthony Anderson', 'Estella Warren']",David McNally,"['money delivery', 'fool', 'australia']","['Comedy', 'Adventure', 'Crime']"
722,Coraline,"['Dakota Fanning', 'Teri Hatcher', 'Jennifer Saunders']",Henry Selick,"['dream', 'eye', 'stuffed animal']","['Animation', 'Family']"
723,The Happening,"['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo']",M. Night Shyamalan,"['tree', 'natural disaster', 'crisis']","['Thriller', 'Science Fiction']"
724,Man on Fire,"['Denzel Washington', 'Dakota Fanning', 'Marc Anthony']",Tony Scott,"['mexico', 'cia', 'kidnapping']","['Action', 'Drama', 'Thriller']"
725,The Shaggy Dog,"['Tim Allen', 'Kristin Davis', 'Danny Glover']",Brian Robbins,"['father son relationship', 'parents kids relationship', 'workaholic']","['Comedy', 'Family']"
726,Starsky & Hutch,"['Ben Stiller', 'Owen Wilson', 'Snoop Dogg']",Todd Phillips,"['informant', 'jumping from a rooftop', 'surveillance footage']","['Comedy', 'Crime']"
727,Jingle All the Way,"['Arnold Schwarzenegger', 'Phil Hartman', 'Sinbad']",Brian Levant,"['holiday', 'christmas party', 'santa claus']","['Family', 'Comedy']"
728,Hellboy,"['Ron Perlman', 'Selma Blair', 'Rupert Evans']",Guillermo del Toro,"['black magic', 'fistfight', 'cover-up']","['Fantasy', 'Action', 'Science Fiction']"
729,A Civil Action,"['John Travolta', 'Robert Duvall', 'Tony Shalhoub']",Steven Zaillian,"['success', 'advancement', 'right and justice']",['Drama']
730,ParaNorman,"['Kodi Smit-McPhee', 'Tucker Albrizzi', 'Jodelle Ferland']",Sam Fell,"['medium', 'stop motion', 'curse']","['Family', 'Animation', 'Adventure']"
731,The Jackal,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier']",Michael Caton-Jones,"['fbi', 'cold war', 'hitman']","['Action', 'Thriller', 'Adventure']"
732,Paycheck,"['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman']",John Woo,"['prophecy', 'engineer', 'scientist']","['Action', 'Adventure', 'Mystery']"
733,Up Close & Personal,"['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing']",Jon Avnet,"['miami', 'television', 'career']","['Drama', 'Romance']"
734,The Tale of Despereaux,"['Matthew Broderick', 'Dustin Hoffman', 'Emma Watson']",Robert Stevenhagen,"['loyalty', 'totalitarian regime', 'mouse']","['Adventure', 'Animation', 'Family']"
